\multicolumn{2}{c}{$t$ / s};\multicolumn{2}{c}{$P$ / W}
  60;5;175;5
 120;5;180;5
 180;5;190;5
 240;5;195;5
 300;5;200;5
 360;5;200;5
 420;5;205;5
 480;5;205;5
 540;5;205;5
 600;5;205;5
 660;5;205;5
 720;5;210;5
 780;5;210;5
 840;5;215;5
 900;5;215;5
 960;5;215;5
1020;5;215;5
1080;5;215;5
